empid,promoted,training,manager,raise,salary,children,mstatus,age,sex,edu,vacation,weight,height,hrfriend,cxofriend,insurance,flexspend,retcont,race,disthome,testscore
5014,No,No,No,Yes,Under $20k,2,divorced,36,Male,0,7,120.76,71.52,Yes,Yes,Medicaid,No,No,white,24,45.5
5015,No,Yes,No,Yes,$40-$80k,0,single,25,Male,14,15,184.21,81.14,Yes,No,Covered,No,No,black,29,37
5017,No,No,No,Yes,$40-$80k,0,divorced,42,Female,14,10,112.13,53.72,No,No,Covered,No,No,other,28,75.5
5018,Yes,Yes,No,No,> $80k,2,single,47,Male,12,9,172.65,77.13,Yes,Yes,Covered,Yes,No,other,22,64
5021,Yes,No,No,No,$20-$40k,1,single,52,Male,9,6,212.28,74.73,Yes,Yes,Covered,Yes,No,white,37,55
5023,No,No,No,No,$40-$80k,2,married,35,Female,12,11,144.2,62.47,Yes,Yes,Covered,No,No,white,21,61.5
5026,Yes,No,Yes,No,$40-$80k,2,single,21,Female,12,15,87.68,66.58,Yes,Yes,Covered,No,Yes,white,11,73
5030,Yes,No,No,No,Under $20k,1,single,54,Male,3,11,136.75,57.04,Yes,Yes,Medicaid,Yes,No,white,26,77.5
5032,Yes,No,No,No,Under $20k,2,divorced,48,Male,9,16,222,72.31,Yes,Yes,Medicaid,No,No,white,17,83.5
5033,Yes,Yes,No,No,$20-$40k,2,married,24,Female,10,8,96.15,59.21,No,No,Medicaid,Yes,Yes,other,14,65.5
5034,Yes,Yes,No,No,Under $20k,0,single,49,Female,12,9,135.39,58.26,No,Yes,Covered & Medicaid,No,No,white,20,62
5035,No,Yes,No,No,Under $20k,1,divorced,18,Male,11,6,110.92,62.67,No,Yes,Medicaid,Yes,Yes,other,17,61
5036,Yes,No,No,No,Under $20k,1,divorced,49,Female,10,11,116.96,62.47,Yes,No,Covered & Medicaid,No,Yes,white,30,73.5
5037,No,No,No,No,Under $20k,3,married,24,Female,12,13,188.53,76.42,Yes,Yes,Medicaid,No,No,black,20,54
5038,Yes,No,No,No,$20-$40k,0,single,49,Male,8,13,182.67,76.32,No,Yes,Medicaid,No,Yes,white,17,84.5
5040,Yes,No,No,No,Under $20k,4,married,53,Female,12,7,134.7,65.18,Yes,No,Covered & Medicaid,Yes,Yes,white,31,79
5041,No,No,No,No,Under $20k,0,single,36,Male,13,10,221.12,68.29,No,Yes,Covered,No,No,white,38,43.5
5042,No,No,No,No,$20-$40k,1,divorced,46,Male,12,15,150.89,73.83,Yes,No,Covered & Medicaid,No,No,white,28,22.5
5044,No,No,No,No,Under $20k,1,single,37,Male,7,7,151.25,56.24,Yes,Yes,Medicaid,Yes,No,white,36,33
5046,Yes,No,No,Yes,Under $20k,1,single,63,Male,11,10,199.67,71.5,No,No,Other,No,No,other,21,52.5
5047,Yes,Yes,No,No,Under $20k,0,single,49,Male,12,8,187.73,59.45,Yes,Yes,Medicaid,Yes,No,white,13,59
5049,Yes,No,No,Yes,Under $20k,2,single,56,Male,10,11,139.15,58.65,No,Yes,Medicaid,No,No,white,24,66
5050,No,Yes,No,No,Under $20k,0,single,25,Female,12,15,148.14,65.73,Yes,Yes,Other,No,No,white,17,52.5
5053,No,No,No,Yes,$20-$40k,2,divorced,43,Female,13,9,170.19,74.9,No,No,Medicaid,No,No,black,35,40.5
5056,Yes,Yes,No,No,Under $20k,1,divorced,29,Male,11,10,274.84,80.34,Yes,Yes,Covered,No,No,white,10,60
5057,Yes,Yes,No,No,Under $20k,0,single,57,Male,14,10,203.15,63.47,Yes,Yes,Medicaid,No,No,white,2,56
5058,Yes,Yes,No,Yes,$20-$40k,1,single,49,Male,12,12,182.91,71.5,Yes,No,Medicaid,Yes,No,white,3,66.5
5060,No,Yes,No,No,$40-$80k,2,married,55,Male,14,11,222.3,60.26,Yes,Yes,Covered,Yes,No,white,2,46
5061,No,No,No,No,$20-$40k,1,single,46,Female,14,12,150.53,53.72,No,No,Medicaid,No,No,white,24,34.5
5063,Yes,Yes,No,Yes,Under $20k,2,single,59,Female,14,10,132.88,64.1,No,Yes,Medicaid,Yes,No,white,20,40.5
5065,Yes,Yes,No,Yes,$20-$40k,1,single,34,Male,13,10,261.63,73.91,Yes,Yes,Covered & Medicaid,No,No,white,5,71.5
5066,No,No,No,No,Under $20k,1,single,42,Male,4,11,155,64.54,No,Yes,Covered,No,No,white,19,84.5
5067,Yes,Yes,No,Yes,$40-$80k,3,married,24,Female,11,8,143.65,70.07,Yes,No,Covered,Yes,No,white,8,67
5068,Yes,Yes,Yes,No,> $80k,0,single,31,Male,18,13,196.17,61.86,No,No,Covered,No,No,white,21,58.5
5070,Yes,No,No,No,Under $20k,0,divorced,46,Male,12,9,224.9,59.45,No,No,Medicaid,No,Yes,white,26,62
5075,No,No,No,Yes,Under $20k,0,single,52,Female,14,7,98.31,57.87,No,No,Medicaid,No,No,white,11,53
5077,Yes,Yes,No,No,$20-$40k,4,married,44,Male,12,9,187.51,80.34,No,No,Medicaid,Yes,No,white,11,50.5
5078,No,No,No,No,Under $20k,1,single,45,Male,10,11,217.54,59.45,Yes,No,Covered,Yes,No,white,18,41.5
5079,Yes,No,No,No,Under $20k,0,divorced,56,Female,14,10,133.33,68.09,No,No,Covered & Medicaid,No,Yes,white,16,61.5
5081,Yes,No,No,Yes,Under $20k,0,single,62,Female,20,7,122.36,64.64,Yes,Yes,Medicare,No,No,white,25,81
5082,Yes,Yes,No,Yes,Under $20k,1,divorced,26,Male,14,10,173.5,59.99,Yes,No,Covered,No,No,white,5,59.5
5083,No,No,No,Yes,Under $20k,1,single,26,Male,11,8,119.39,70.97,Yes,No,Medicaid,No,No,white,35,38.5
5084,No,No,Yes,No,> $80k,0,single,21,Male,12,13,104.49,65.76,No,Yes,Medicaid,No,No,black,18,63
5085,Yes,No,No,Yes,$40-$80k,2,divorced,50,Male,12,10,172.04,71.5,No,Yes,Covered,No,No,white,30,75.5
5086,Yes,Yes,Yes,No,$40-$80k,1,married,40,Male,16,10,209.58,63.47,No,No,Covered,Yes,No,black,2,54
5088,Yes,No,No,Yes,Under $20k,1,single,53,Male,14,11,188.66,59.45,No,No,Medicaid,Yes,No,white,31,86
5089,Yes,No,No,No,$40-$80k,1,single,43,Female,14,11,130.77,61.92,Yes,Yes,Covered,No,Yes,white,13,60
5090,Yes,Yes,No,No,$20-$40k,2,single,30,Male,12,9,215.45,79.54,No,Yes,Covered,No,No,other,23,77.5
5092,No,No,No,No,Under $20k,1,married,50,Female,12,12,194.79,64.31,No,No,Medicaid,Yes,No,other,24,30.5
5093,No,No,Yes,No,$40-$80k,1,single,18,Male,12,15,148.16,57.84,No,Yes,Covered,No,Yes,white,30,68
5094,No,Yes,No,No,Under $20k,1,single,33,Male,12,7,200.17,67.49,No,No,Medicaid,No,No,other,15,43.5
5096,No,Yes,Yes,No,$40-$80k,1,divorced,47,Male,12,8,165.39,61.86,Yes,Yes,Covered,Yes,No,white,10,33.5
5098,Yes,Yes,No,No,Under $20k,0,single,33,Male,11,9,125.95,56.24,Yes,Yes,Medicaid,Yes,No,white,30,85
5099,Yes,Yes,No,No,Under $20k,0,single,41,Female,14,10,149.56,69.53,Yes,Yes,Covered,No,No,white,15,61
5101,No,No,No,No,Under $20k,1,divorced,48,Male,11,10,117.36,60.26,No,No,Medicaid,Yes,No,white,12,61
5102,No,No,No,Yes,$40-$80k,1,divorced,28,Female,13,15,189.6,65.07,No,No,Covered,No,No,white,32,68
5103,Yes,Yes,No,No,Under $20k,2,single,48,Female,7,10,185.79,68.85,No,No,Medicaid,No,No,white,6,52.5
5104,Yes,No,No,No,Under $20k,3,divorced,24,Female,11,10,128.13,64.43,Yes,No,Medicaid,No,No,other,13,73.5
5106,Yes,Yes,No,No,Under $20k,1,single,43,Female,12,14,136.03,54.32,Yes,Yes,Medicaid,No,Yes,white,28,57.5
5107,No,Yes,No,No,Under $20k,3,married,18,Male,15,11,129.36,63.47,No,No,Other,No,No,white,23,42
5108,No,No,No,No,$20-$40k,1,single,35,Male,11,13,166.29,57.04,Yes,No,Covered,No,No,other,35,62.5
5109,No,No,Yes,No,$40-$80k,1,single,37,Male,14,7,170.61,58.65,Yes,No,Covered,No,No,white,25,44.5
5110,Yes,Yes,Yes,No,> $80k,1,single,29,Female,16,14,163.68,58.67,Yes,No,Covered,No,Yes,white,27,75.5
5113,No,No,No,No,Under $20k,1,married,26,Male,9,6,125.12,69.9,Yes,No,Medicaid,Yes,No,white,36,40
5117,No,No,Yes,Yes,> $80k,0,single,30,Female,18,13,263,71.88,No,No,Covered,No,No,other,32,61
5118,No,Yes,No,Yes,Under $20k,2,single,47,Male,8,15,178.31,79.54,Yes,Yes,Covered & Medicaid,Yes,No,white,6,44.5
5119,Yes,Yes,No,Yes,$20-$40k,2,single,41,Male,16,11,176.13,70.7,Yes,No,Covered & Medicaid,Yes,No,white,18,64
5121,Yes,Yes,No,No,Under $20k,1,divorced,48,Female,8,9,213.01,52.96,No,No,Medicaid,No,No,black,18,77.5
5122,Yes,No,No,Yes,Under $20k,0,divorced,59,Male,11,10,124.74,61.72,No,Yes,Medicaid,No,No,other,40,85.5
5123,Yes,Yes,No,No,Under $20k,1,single,46,Female,11,8,147.36,54.48,Yes,Yes,Medicaid,Yes,No,white,15,75
5127,Yes,Yes,No,Yes,$20-$40k,2,divorced,53,Male,16,8,189.02,74.72,No,No,Covered,Yes,No,white,18,56
5128,No,No,No,Yes,Under $20k,4,married,50,Female,12,8,161.51,64.31,No,No,Medicaid,No,No,white,40,58.5
5129,No,No,No,No,Under $20k,2,single,67,Female,6,7,121.1,60.53,Yes,No,Medicare & Medicaid,Yes,No,black,15,67.5
5131,Yes,No,No,Yes,Under $20k,1,divorced,21,Male,14,11,149.97,62.67,Yes,No,Covered,No,No,other,32,70
5132,Yes,No,No,Yes,Under $20k,0,single,36,Female,6,10,176.79,60.84,Yes,No,Medicaid,No,No,white,18,96.5
5134,No,No,No,No,Under $20k,5,married,55,Female,7,9,294.51,76.42,No,No,Medicaid,Yes,No,white,21,50
5136,Yes,Yes,No,No,$40-$80k,2,single,32,Male,15,15,280.81,75.52,No,No,Covered,No,No,white,2,56.5
5137,Yes,Yes,No,No,Under $20k,0,divorced,21,Male,17,17,178.64,62.67,No,No,Covered,Yes,No,black,22,66
5138,Yes,No,Yes,No,$40-$80k,0,divorced,47,Female,15,11,160.5,67.34,Yes,Yes,Covered,No,No,white,37,79.5
5139,Yes,No,No,Yes,Under $20k,4,married,49,Female,11,13,165.02,56.75,Yes,Yes,Medicaid,Yes,No,black,12,84
5140,Yes,Yes,No,No,Under $20k,1,single,48,Male,6,8,172.31,57.04,No,Yes,Covered,No,No,white,11,52.5
5143,No,Yes,No,Yes,$20-$40k,0,single,44,Male,16,8,190.97,61.06,No,Yes,Covered & Medicaid,No,No,white,20,42
5146,No,No,No,No,Under $20k,2,single,39,Male,11,12,228.58,58.65,No,No,Medicaid,No,No,white,33,60
5147,Yes,Yes,No,Yes,Under $20k,0,single,31,Male,11,10,123.89,70.7,No,No,Medicaid,Yes,No,black,18,45
5148,Yes,No,No,No,Under $20k,0,single,57,Female,10,7,144.59,53.72,No,No,Covered & Medicaid,Yes,No,white,12,82.5
5149,Yes,Yes,No,No,Under $20k,0,single,32,Male,11,10,161.96,66.91,Yes,Yes,Covered & Medicaid,Yes,No,white,16,74
5157,Yes,Yes,No,Yes,Under $20k,1,single,52,Female,8,7,174.1,73.39,Yes,Yes,Medicaid,Yes,No,white,4,60.5
5158,No,No,No,No,Under $20k,0,single,35,Female,11,7,372.26,53.72,Yes,No,Medicaid,Yes,No,white,36,62
5160,No,No,No,Yes,Under $20k,1,single,52,Male,12,6,114.42,57.84,Yes,No,Covered & Medicaid,No,No,white,37,77
5161,No,No,No,No,Under $20k,0,single,54,Female,10,8,199.49,74.15,No,Yes,Medicaid,Yes,No,black,12,53.5
5162,Yes,No,No,No,$20-$40k,0,single,23,Male,14,15,134.15,65.08,No,Yes,Covered,No,Yes,white,34,93
5165,No,No,Yes,Yes,> $80k,0,single,19,Female,12,15,123.67,63.03,Yes,Yes,Covered,No,No,white,14,52
5167,Yes,Yes,No,Yes,$20-$40k,2,divorced,53,Male,6,8,116.71,62.67,No,No,Medicaid,Yes,No,white,11,81
5168,No,Yes,No,No,$40-$80k,0,single,30,Female,14,17,147.06,53.72,Yes,Yes,Covered,No,No,other,28,48
5170,Yes,Yes,No,No,Under $20k,2,single,53,Male,16,17,129.45,71.5,No,No,Medicaid,Yes,No,other,29,64.5
5171,Yes,Yes,No,No,Under $20k,0,divorced,36,Male,13,10,105.75,73.83,No,No,Covered,Yes,No,white,29,69.5
5177,Yes,No,No,No,$20-$40k,1,single,63,Female,13,7,111.4,60.53,Yes,Yes,Medicare,Yes,No,white,24,83.5
5178,Yes,Yes,No,Yes,Under $20k,3,married,35,Female,6,9,160.5,69.24,No,No,Medicaid,No,No,other,23,43.5
5180,Yes,No,No,No,$20-$40k,3,married,53,Male,10,12,191.92,65.06,Yes,No,Covered & Medicaid,Yes,Yes,white,22,94
5182,Yes,No,No,Yes,Under $20k,2,single,57,Male,7,7,130.82,61.06,No,No,Medicaid,No,No,white,27,49
5183,Yes,Yes,No,No,$40-$80k,3,married,58,Male,20,11,153.42,61.06,No,Yes,Covered,No,No,white,14,77
5184,Yes,Yes,Yes,No,> $80k,0,single,55,Male,10,15,140.49,59.41,Yes,Yes,Covered,Yes,No,white,1,65.5
5185,Yes,No,No,Yes,$40-$80k,2,divorced,49,Male,12,11,232.1,71.51,Yes,Yes,Covered,No,No,white,38,97.5
5187,Yes,No,No,No,Under $20k,0,divorced,54,Male,10,8,147.65,65.76,No,Yes,Medicaid,Yes,No,white,14,78
5188,Yes,Yes,No,No,Under $20k,1,single,22,Male,8,7,102.95,56.24,No,Yes,Medicaid,No,No,white,27,68.5
5189,Yes,Yes,No,No,Under $20k,1,single,50,Male,11,10,209.57,74.72,No,No,Medicaid,Yes,No,black,1,67.5
5190,Yes,No,No,No,Under $20k,0,single,53,Female,5,9,148,63.55,Yes,Yes,Medicaid,Yes,No,white,27,81
5192,Yes,No,No,No,Under $20k,0,divorced,24,Male,0,15,172.07,72.1,Yes,No,Medicaid,Yes,No,white,32,65.5
5197,Yes,Yes,No,Yes,Under $20k,1,single,18,Female,14,12,135.49,54.48,Yes,Yes,Covered,No,No,white,1,54.5
5199,Yes,No,No,No,Under $20k,1,divorced,31,Female,12,10,186.17,57.23,Yes,Yes,Medicaid,No,Yes,white,13,58.5
5201,Yes,No,No,No,Under $20k,1,divorced,45,Male,7,7,240.91,66.68,Yes,Yes,Covered & Medicaid,No,No,black,25,62
5202,No,No,No,No,Under $20k,0,single,27,Male,12,7,167.24,58.65,No,Yes,Medicaid,No,No,black,39,60
5208,No,No,No,Yes,Under $20k,0,single,24,Male,11,12,174.26,74.41,Yes,No,Other,No,No,white,27,43.5
5210,Yes,Yes,Yes,No,> $80k,1,single,52,Male,16,11,188.52,73.71,Yes,No,Other,No,Yes,white,29,49.5
5214,No,Yes,No,No,$40-$80k,1,single,52,Female,18,12,165.43,69.61,No,No,Covered,No,No,white,14,32.5
5218,Yes,No,No,Yes,Under $20k,2,divorced,18,Female,11,10,199.2,69.49,Yes,Yes,Medicaid,No,No,white,32,81
5220,No,Yes,Yes,No,> $80k,1,single,53,Male,16,8,163,65.88,Yes,Yes,Covered,Yes,No,white,30,32.5
5221,No,No,No,No,$20-$40k,1,divorced,48,Male,12,7,202.87,70.7,No,Yes,Covered & Medicaid,Yes,No,white,20,58.5
5224,Yes,Yes,No,No,$40-$80k,0,single,56,Female,17,10,104.2,66.58,Yes,Yes,Covered,Yes,No,white,13,71
5227,Yes,Yes,Yes,No,$40-$80k,0,single,46,Male,12,9,180.16,66.33,No,Yes,Covered,No,No,white,15,51.5
5230,No,No,No,No,$40-$80k,1,single,27,Male,13,11,260.63,58.65,Yes,No,Other,No,No,white,26,68.5
5231,No,No,No,No,$40-$80k,1,single,31,Male,12,15,228.59,62.67,No,No,Covered,No,No,black,14,55
5232,Yes,No,No,No,Under $20k,2,single,54,Female,7,9,152.12,65.07,Yes,Yes,Covered & Medicaid,Yes,No,white,37,74.5
5233,No,No,No,No,$20-$40k,1,married,47,Female,12,6,174.95,55.99,No,No,Medicaid,Yes,No,white,18,61
5234,No,No,No,Yes,$40-$80k,0,single,30,Female,16,11,185.52,74.9,Yes,Yes,Covered,Yes,No,white,12,42.5
5236,No,No,No,Yes,Under $20k,1,single,45,Female,9,9,174.99,65.07,Yes,Yes,Medicaid,No,No,white,29,62
5237,No,No,Yes,Yes,$40-$80k,2,divorced,44,Female,14,12,135.66,60.53,Yes,Yes,Covered,No,No,white,31,30
5239,No,No,No,No,Under $20k,1,single,29,Male,11,9,164.8,69.9,Yes,Yes,Medicaid,No,Yes,white,28,68
5240,Yes,No,No,Yes,Under $20k,2,single,56,Male,8,10,149.44,67.6,Yes,Yes,Medicaid,No,No,black,18,66
5246,No,No,Yes,Yes,$40-$80k,1,single,18,Female,13,17,160.26,56.75,No,No,Covered,No,No,other,35,66.5
5247,No,No,No,No,Under $20k,1,divorced,36,Male,18,10,294.63,57.84,Yes,Yes,Other,No,Yes,black,17,52.5
5248,No,No,No,No,Under $20k,1,single,38,Male,9,15,193.21,69.09,Yes,No,Covered,No,Yes,black,18,69.5
5249,Yes,No,No,Yes,$20-$40k,1,married,38,Male,12,11,155.12,58.65,Yes,No,Medicaid,No,No,black,20,68
5251,No,No,No,No,Under $20k,0,single,48,Male,10,12,203.33,64.27,No,No,Medicaid,No,No,white,30,46.5
5252,No,Yes,No,No,$20-$40k,4,married,48,Male,9,12,204.23,66.68,Yes,No,Medicaid,No,No,white,8,69.5
5255,Yes,Yes,No,Yes,Under $20k,0,divorced,66,Male,12,8,138.9,70.7,Yes,Yes,Medicare,No,No,white,26,62.5
5256,No,No,No,No,Under $20k,1,single,43,Female,12,12,148.29,64.31,Yes,No,Medicaid,No,Yes,black,12,62
5260,Yes,Yes,Yes,No,> $80k,1,single,39,Male,14,7,181.67,73.11,Yes,Yes,Covered,Yes,No,white,15,79
5262,Yes,Yes,No,No,Under $20k,0,single,53,Male,8,15,161.31,66.33,No,Yes,Covered & Medicaid,Yes,No,white,25,70
5263,No,No,No,No,$40-$80k,2,divorced,56,Male,12,16,152.57,61.86,Yes,No,Covered,No,No,white,36,57
5264,Yes,Yes,No,No,Under $20k,2,divorced,48,Male,7,11,248.86,59.45,Yes,Yes,Medicaid,Yes,No,white,18,65
5265,No,No,No,No,Under $20k,2,single,54,Male,3,17,146.07,63.47,No,Yes,Covered & Medicaid,Yes,No,black,39,43.5
5266,Yes,Yes,Yes,No,> $80k,2,married,52,Male,15,9,197.98,73.42,Yes,Yes,Covered,No,No,white,14,66
5267,Yes,No,No,No,Under $20k,2,married,56,Male,8,10,196.76,81.14,Yes,No,Covered & Medicaid,Yes,No,white,33,62.5
5268,No,No,No,No,Under $20k,2,married,46,Female,8,14,130.15,63.55,No,No,Medicaid,Yes,No,black,15,79
5269,Yes,No,No,No,Under $20k,1,single,31,Male,12,7,124.46,70.54,Yes,Yes,Other,No,No,white,13,73
5272,Yes,No,No,Yes,Under $20k,2,single,31,Female,11,10,207.33,60.53,No,No,Medicaid,No,Yes,white,29,87
5273,No,Yes,Yes,Yes,> $80k,2,divorced,32,Male,12,14,171.83,65.08,No,No,Covered,Yes,No,white,9,37
5274,Yes,No,No,No,Under $20k,1,divorced,32,Female,11,9,139.26,61.28,Yes,Yes,Covered,Yes,No,white,31,89.5
5276,No,No,No,Yes,$20-$40k,2,divorced,22,Female,12,8,198.09,75.66,No,Yes,Other,No,No,white,31,65
5278,No,No,No,No,$40-$80k,2,married,38,Female,12,10,162.81,74.9,Yes,Yes,Covered,Yes,No,white,19,33.5
5279,No,No,No,No,Under $20k,0,single,31,Female,11,7,151.36,55.99,No,No,Medicaid,No,No,white,35,31
5280,Yes,No,No,Yes,$20-$40k,0,single,62,Male,16,10,186.08,66.68,No,No,Medicare,No,No,white,23,67.5
5282,Yes,No,No,No,$20-$40k,2,single,22,Female,11,8,144.65,65.07,No,Yes,Medicaid,No,No,other,15,82
5284,No,No,No,Yes,Under $20k,1,divorced,36,Female,14,8,207,63.55,No,No,Medicaid,No,No,white,20,49.5
5285,Yes,No,No,Yes,Under $20k,2,single,55,Female,8,10,145.3,62.04,Yes,Yes,Medicaid,Yes,No,black,19,54
5286,Yes,No,No,No,Under $20k,0,single,44,Female,13,10,221.98,73.39,Yes,Yes,Medicaid,No,No,white,24,62
5287,No,Yes,No,No,$20-$40k,2,single,52,Female,12,8,114.62,62.8,No,No,Covered & Medicaid,Yes,No,white,12,49
5289,Yes,No,No,Yes,$20-$40k,2,single,46,Male,12,6,300.99,61.06,No,No,Medicaid,Yes,No,white,39,89
5290,Yes,Yes,No,No,$20-$40k,2,divorced,38,Male,13,8,157.98,62.87,No,Yes,Covered,No,No,white,18,49.5
5291,Yes,No,No,Yes,Under $20k,1,single,59,Female,5,7,122.26,62.04,No,Yes,Covered & Medicaid,No,No,white,22,75
5294,No,Yes,No,No,Under $20k,1,single,36,Male,14,7,218.45,79.54,Yes,Yes,Other,No,No,white,29,22
5295,Yes,Yes,No,Yes,$20-$40k,1,single,38,Male,10,15,185.49,72.68,No,Yes,Other,No,No,white,23,63
5296,Yes,No,No,Yes,$20-$40k,1,divorced,43,Male,15,11,256.02,57.84,No,No,Covered,No,No,white,18,98
5297,Yes,Yes,No,No,Under $20k,4,married,39,Female,13,8,236.4,52.96,No,Yes,Covered,Yes,No,white,8,60
5298,No,No,Yes,No,$40-$80k,1,single,18,Male,9,17,139.37,76.6,No,No,Medicaid,No,Yes,white,38,32.5
5300,Yes,No,No,Yes,Under $20k,2,divorced,36,Female,10,9,135.5,70.41,No,No,Medicaid,No,No,black,22,70
5301,No,No,No,Yes,Under $20k,1,single,43,Male,9,7,240.5,58.65,Yes,No,Medicaid,No,No,white,20,60
5303,Yes,No,No,No,Under $20k,0,divorced,57,Male,11,9,118.38,62.67,Yes,Yes,Covered & Medicaid,No,No,black,30,73.5
5304,Yes,No,No,No,Under $20k,2,divorced,46,Male,2,6,191.27,59.45,Yes,Yes,Medicaid,No,No,black,35,55
5305,No,No,Yes,Yes,$40-$80k,1,divorced,26,Male,13,9,240.76,56.24,Yes,No,Covered,No,No,white,25,60
5307,Yes,No,No,Yes,Under $20k,2,single,56,Male,7,8,140.94,61.86,Yes,Yes,Medicaid,Yes,No,white,11,82
5308,No,No,No,Yes,Under $20k,2,married,44,Female,6,7,235.04,70.36,Yes,No,Medicaid,No,No,black,31,63.5
5309,No,Yes,No,No,> $80k,1,single,34,Male,9,11,218.69,58.65,No,Yes,Covered,No,No,white,18,28
5310,Yes,Yes,No,No,Under $20k,2,single,54,Female,9,8,120.86,57.58,No,Yes,Medicaid,No,No,white,5,57
5311,No,No,No,No,Under $20k,1,single,46,Female,12,8,161.64,65.82,Yes,No,Medicaid,No,Yes,white,35,56.5
5312,No,No,No,Yes,$20-$40k,0,single,42,Female,14,14,194.31,61.28,Yes,Yes,Covered,Yes,Yes,white,33,61.5
5313,No,Yes,No,No,Under $20k,2,single,51,Female,12,11,170.57,54.48,Yes,No,Medicaid,No,No,white,21,19
5314,Yes,Yes,No,No,$20-$40k,2,single,50,Male,12,9,162.96,65.88,No,Yes,Covered,No,No,white,7,77.5
5316,No,No,No,No,Under $20k,3,divorced,50,Female,11,8,161.13,65.82,No,Yes,Covered,Yes,No,white,22,47.5
5319,Yes,No,No,Yes,Under $20k,2,single,39,Female,10,11,161.3,59.6,Yes,Yes,Medicaid,No,No,white,33,57
5320,No,No,No,Yes,$20-$40k,4,married,33,Male,8,7,185.7,78.73,Yes,No,Covered,No,No,white,17,66.5
5322,Yes,Yes,No,No,Under $20k,1,single,36,Male,11,13,165.47,69.68,Yes,Yes,Other,No,Yes,black,26,62.5
5323,No,No,Yes,No,> $80k,1,single,33,Male,14,11,148.8,61.06,Yes,Yes,Other,No,No,white,32,50
5324,Yes,Yes,No,No,Under $20k,0,divorced,41,Male,13,10,194.86,65.08,Yes,No,Covered,Yes,No,white,28,62.5
5329,No,No,No,No,$20-$40k,0,married,22,Female,18,6,186.8,60.53,No,Yes,Covered,Yes,No,black,34,49
5331,No,Yes,Yes,No,> $80k,1,divorced,35,Male,16,17,208.93,61.06,Yes,Yes,Covered,No,No,white,25,51.5
5332,Yes,No,No,No,Under $20k,1,single,53,Female,12,12,272.2,55.99,Yes,No,Medicaid,No,No,white,31,86.5
5334,No,Yes,No,No,Under $20k,1,married,46,Male,9,10,185.16,65.99,No,Yes,Medicaid,Yes,No,white,26,55.5
5336,Yes,No,No,Yes,Under $20k,1,married,29,Female,11,11,141.12,58.26,Yes,Yes,Covered & Medicaid,Yes,No,white,38,78.5
5337,Yes,No,No,No,$20-$40k,1,single,44,Female,18,11,152.56,69.61,Yes,Yes,Other,No,Yes,white,26,72.5
5338,Yes,No,No,No,$20-$40k,1,single,28,Male,13,9,153.43,80.34,No,No,Other,No,No,white,21,77
5339,Yes,No,No,Yes,Under $20k,3,married,56,Male,12,14,206.73,73.11,No,Yes,Covered & Medicaid,No,Yes,white,13,72
5340,No,Yes,No,No,Under $20k,2,single,55,Male,10,9,171.98,62.67,No,No,Covered & Medicaid,Yes,No,other,2,33
5341,No,No,Yes,No,> $80k,3,married,32,Female,12,15,97.93,58.12,No,No,Covered,No,No,other,17,71
5342,Yes,No,No,Yes,Under $20k,2,single,64,Male,12,8,130.65,75.03,No,No,Medicare,No,No,white,36,63.5
5343,Yes,No,No,Yes,Under $20k,1,divorced,55,Female,12,7,87.88,55.95,No,No,Medicaid,No,No,white,13,71.5
5345,Yes,Yes,No,No,Under $20k,5,married,48,Female,12,10,176.84,52.96,Yes,Yes,Covered & Medicaid,No,No,white,29,48.5
5347,Yes,No,No,Yes,Under $20k,1,divorced,53,Male,9,9,122.11,57.68,Yes,Yes,Medicaid,No,No,white,17,49.5
5349,Yes,Yes,Yes,No,$40-$80k,0,married,43,Male,14,9,191.9,62.67,No,Yes,Covered,No,No,white,24,54
5350,Yes,Yes,No,No,Under $20k,1,single,42,Male,10,10,176.84,75.52,No,Yes,Covered,Yes,No,white,29,57.5
5362,Yes,No,Yes,Yes,$40-$80k,1,single,36,Female,12,12,137.13,63.55,Yes,Yes,Covered,No,No,white,30,70.5
5366,Yes,No,No,Yes,Under $20k,2,divorced,33,Male,11,8,131.93,62.67,Yes,Yes,Medicaid,Yes,No,black,38,48.5
5367,Yes,No,Yes,Yes,> $80k,3,divorced,33,Male,16,11,178.12,72.31,No,Yes,Covered,No,No,white,22,97
5368,No,No,No,No,$20-$40k,2,single,42,Female,9,8,113.46,68.99,No,Yes,Medicaid,Yes,No,white,37,72.5
5370,Yes,No,No,No,Under $20k,0,single,53,Female,11,9,178.85,69.61,Yes,Yes,Medicaid,No,Yes,white,25,76
5378,Yes,Yes,No,No,Under $20k,2,divorced,55,Male,10,10,199.36,77.13,Yes,Yes,Covered & Medicaid,Yes,No,white,21,47.5
5380,Yes,Yes,No,No,Under $20k,2,divorced,49,Male,12,12,182.72,78.73,No,Yes,Covered & Medicaid,No,No,black,22,54
5382,Yes,No,No,No,Under $20k,0,single,25,Male,14,17,199.13,73.11,Yes,Yes,Medicaid,No,No,white,32,78
5383,Yes,No,No,Yes,Under $20k,1,divorced,55,Male,8,11,196.92,60.26,Yes,Yes,Covered,No,No,white,36,55
5387,Yes,Yes,No,No,Under $20k,2,married,21,Female,13,11,93.67,61.92,No,Yes,Covered,No,No,white,12,61
5388,Yes,No,No,Yes,Under $20k,1,single,24,Male,14,10,165.81,64.02,No,No,Covered,No,No,white,37,59.5
